id,vote_average,vote_count,title,genre_id,overview,popularity,original_language,release_date,production_companies_id,homepage,imdb_id,revenue,tagline,similar_movie_id
691734,0.0,0,Easter Holocaust,[27],"It's Easter once again, and a demonic form of the Easter Bunny has risen to wreak havoc upon a small town. The local population quickly begins to dwindle as it murders everyone in its bloody path. One by one the hearts of its victims are torn out and collected in a basket to feast upon.",3.539,en,2020-04-04,[],,tt12092784,0,,[]
691737,0.0,0,Garth & Trisha Live!,[],"Brooks and Yearwood will perform live from their home recording studio, Studio G, providing an intimate concert for viewers looking for the comfort and shared joy of music during this difficult time. They will bring their unique blend of casual style, remarkable chemistry and shared love of music to a television audience, emphasizing the message that ""we're all in this together.",0.971,en,2020-04-01,[],,,0,,[]
691742,10.0,1,Project 88: Back to the Future Too,"[12, 878, 16, 10751]","More than 300 fans from 9 different countries joined together to remake Back to the Future Part II during the COVID-19 quarantine. The film was split into 88 scenes with 88 teams producing their segment using available resources all while obeying local social distancing guidelines. The result is an absurdly fun, wild ride that sees everything from pro-level live action to killer animation to... bananas and potatoes used to bring Back to the Future Part II to life all over again.",1.4,en,2020-04-08,[125571],https://www.bttftoo.com,,0,88 teams. 1 week. The future or bust.,"[338970, 709, 51999, 684420, 327029, 329697, 31168, 696507, 341870, 595962, 682882, 700956, 701840, 695497, 696348, 631332, 692236, 700143, 694527, 62128, 699989, 687016, 697641, 407001, 702536, 541949, 679819, 628620, 683405, 683151, 674671, 257155, 527314, 27876, 24551, 41302, 467230, 628612, 629604, 695646, 348470, 285125, 692673, 52806, 443472, 690897, 674242, 358835, 284866, 62073, 371362, 181911, 58306, 684711, 211260, 201684, 131477, 464439, 289226, 281608, 572493, 549057, 195692, 288998, 280627, 289293, 498739, 436338, 34126, 37806, 112565, 392468, 392473, 392475, 572729, 488608, 200811, 46496, 62930, 444620, 250557, 270513, 242707, 392578, 215105, 557891, 472414, 285128, 371533, 436106, 481218, 488745, 87755, 468446, 282483, 119717, 527300, 431009, 536628, 523058]"
691743,0.0,0,Open Mic Days,[],"Featuring the rising stars of Berlin's underground stand up comedy scene, Open Mic Days is a candid and passionate look inside the journey and process of making people laugh for a living.",0.6,en,2020-01-10,[],,tt11583568,0,,[]
691773,0.0,0,Soprano - Nous sommes tous des Phoenix,[99],,0.6,fr,2020-04-10,"[131991, 95088]",,,0,,"[146592, 517469, 44334, 315664, 279, 342473, 677541, 12614, 5143, 37719, 964, 88920, 15855, 352157, 10954, 53217, 524264, 484829, 51044, 95378, 76991, 64711, 44864, 43318, 327079, 479061, 201439, 84097, 28044, 248042, 85230, 25832, 68280, 281660, 430804, 430460, 59966, 202197, 479250, 37028, 117825, 26195, 9010, 372418, 329946, 305464, 444970, 98328, 447330, 43862, 46300, 507654, 425651, 543701, 673071, 78207, 44502, 73129, 313524, 368683, 88451, 419130, 39935, 407852, 33019, 329889, 47959, 301800, 217778, 571131, 378954, 142313, 372006, 291436, 455824, 48561, 63923, 433303, 211691, 595036, 61113, 21193, 158867, 426118, 478660, 108237, 597391, 390438, 384449, 513262, 430806, 380317, 85112, 418234, 507227, 407854, 60963, 508596, 386282, 553538]"
691800,0.0,0,İstasyon,"[18, 53, 80]",,0.6,tr,2020-01-17,[131992],,tt9174986,0,,[]
691802,0.0,0,"School Girls; Or, the African Mean Girls Play",[],"As the reigning queen bee at Ghana’s most exclusive boarding school sets her sights on the Miss Universe pageant, a new student unexpectedly changes the game.",1.974,en,2020-04-02,[131995],,,0,,[]
691810,10.0,1,Just for fun mit Marco Rima,[35],,0.6,de,2020-02-29,[],,,0,,[]
691811,0.0,0,Tune into the Future,[],"Despite rich and varied origins, there is one name which can be credited with single-handedly shaping the way we understand science fiction today as a genre. It was Hugo Gernsback who stuck his hand into the soup of early 20th century pulp literature and fished out science fiction - giving it its name and a clear definition, turning it into a genre that anyone could engage with.",0.6,en,2020-03-08,[],,tt5788180,0,,[]
691812,4.7,21,Blood and Money,[53],A retired veteran hunting in the Allagash backcountry of Maine discovers a dead woman with a duffle bag full of money. He soon finds himself in a web of deceit and murder.,69.962,en,2020-05-15,[3076],,tt9248110,0,,[]
691813,0.0,0,Glow,[],"A little creature is trapped in a dying world, until the day it meets a living figment of imagination which introduces it to the power of dreams. This short film merges a heartbreaking story with exceptional visuals, using a mix of live miniature sets combined with hand-drawn 2D-animated characters.",0.6,en,2020-03-08,[],,,0,,[]
691814,0.0,0,Zoë Coombs Marr: Bossy Bottom,[35],There is no comedian quite like Zoë. Bossy Bottom is a joyously silly return to very serious stand up from the MICF Most Outstanding Show winner and Edinburgh Best Show nominee.,2.49,en,2020-04-10,[82476],,tt11952720,0,,"[32930, 444705, 691906, 13015, 416477, 47658, 35595, 703, 528888, 270946, 699198, 5966, 302688, 49013, 20829, 62206, 20856, 228165, 427045, 67308, 812, 23483, 475557, 51828, 518045, 200133, 179826, 11072, 86130, 16290, 34509, 38322, 12177, 9267, 9824, 396292, 14444, 34505, 4543, 529531, 23802, 624932, 34163, 394741, 24438, 40096, 689643, 333103, 446048, 21580, 400608, 58492, 637627, 34512, 489929, 84200, 9895, 381693, 18377, 493100, 34001, 17711, 444706, 278427, 517596, 25160, 238215, 13612, 13060, 234004, 11576, 318225, 457840, 341176, 1850, 325346, 174188, 535358, 26366, 34497, 74510, 354544, 675267, 401068, 34507, 435126, 444513, 86705, 387054, 17159, 321594, 36691, 458310, 508933, 348537, 558341, 437033, 27094, 9647, 592136]"
691828,0.0,0,Youp van 't Hek: Met de kennis van nu,[35],"Youp van 't Hek looks back on his early years as a comedian. Of course, with the more than 40 years of knowledge and experience that he has acquired in mind. But secretly it is mainly about his current life, now that he is 65 years old. Van 't Hek puts things into perspective, with the necessary self-mockery.",0.6,nl,2020-02-20,[127187],,,0,,"[20720, 51930, 44628, 83548, 51928, 691906, 699198, 153411, 51926, 376213, 376209, 62479, 66100, 66101, 84974, 84975, 83632, 85045, 85048, 85049, 83530, 83534, 83538, 22431, 53343, 13657, 623414, 624932, 16367, 689643, 400608, 529531, 74510, 675267, 508933, 12614, 592136, 488223, 637627, 444706, 517596, 444705, 10784, 449674, 244001, 701687, 4484, 518045, 181330, 535358, 516525, 529210, 17871, 14542, 27866, 444513, 86705, 17159, 321594, 567525, 458310, 185574, 30969, 15251, 558341, 396292, 45523, 40820, 459295, 80379, 47911, 581958, 456193, 649802, 520594, 506767, 19157, 354544, 316761, 198391, 437018, 432883, 642203, 378137, 610619, 13015, 505159, 333103, 425498, 688527, 308571, 220153, 47658, 16275, 289333, 32930, 535340, 494368, 507729, 46105]"
691831,8.0,1,Skiptracer,[28],"Ray Tussell is a children's birthday party entertainer by day, a skiptracer by night. Will he live to entertain another child or will this next job be his last?",0.782,en,2020-04-01,[],,,0,,[]
691832,0.0,0,Wake Up On Mars,[99],"A Roma boy living in Sweden dreams of building a spaceship to escape the reality of his family's pending asylum request, and the mysterious coma-like illness that has befallen his siblings.",0.638,sq,2020-04-15,"[132003, 132004, 13668, 99539]",,tt11905316,0,,[]
691850,0.0,0,Escape From North Korea,"[28, 35]","In a distant 1980's future, America's last ninja must save the President's Daughter from the Supreme Leader of Neo North Korea.",1.351,en,2020-04-10,[],,tt9568800,0,,[]
691853,0.0,0,Η Μπαλάντα της Τρύπιας Καρδιάς,[],,0.6,el,2020-03-05,[],,tt11851430,0,,[]
691856,0.0,0,Al-Heiba: The Harvest,[],,0.869,ar,2020-04-24,[],,,0,,[]
691860,0.0,0,Submission,"[27, 9648]","A man desperately struggles against a powerful, unseen force.",0.6,en,2020-04-10,[132020],,,0,,"[176, 985, 11309, 4638, 949, 101, 8810, 1923, 2275, 9373, 74997, 28355, 10528, 500664, 357096, 20156, 77, 10066, 348, 169917, 1091, 514999, 207932, 11906, 502416, 747, 4488, 963, 146198, 458723, 201085, 133805, 8452, 301365, 694, 3580, 321258, 397243, 12201, 442249, 567609, 180, 63, 765, 555974, 1359, 62, 395834, 341013, 170, 521, 238636, 346364, 1949, 392044, 764, 2832, 474764, 514847, 570670, 512196, 440021, 141, 3600, 1730, 1586, 8834, 11564, 30497, 134366, 82507, 489064, 193893, 59967, 278924, 8009, 935, 241554, 2048, 339692, 6038, 245891, 448095, 278924, 1542, 1427, 260346, 9495, 935, 359940, 339692, 241554, 8009, 2048, 500, 31414, 2493, 562, 9659, 9056]"
691878,0.0,0,Thea & Tuva,[18],Sisters Thea (14) and Tuva (12) spend their days in town to get away from their alcoholic mother and her partying friends. One day they spot a five year old girl alone in a shopping centre and take her with them.,0.981,no,2020-06-10,"[132013, 132011]",,tt11890252,0,,[]
691891,0.0,0,Perpetual Night,[18],"Castuera, Spain, April 1939. During the night two Falangist Guards appear at the door of the house where Paz is taking refuge with her family. They request her presence at the police station. Paz immediately understands the fatality of this visit. With no chance to escape, she asks to breastfeed her newborn daughter one last time.",0.6,es,2020-04-01,"[74861, 9047]",,tt10540488,0,,"[150540, 10555, 62177, 109445, 812, 326359, 613709, 20497, 536743, 598, 9762, 427900, 12162, 370663, 8966, 74643, 9837, 457136, 382748, 8656, 12162, 74643, 391713, 83542, 216015, 457136, 8359, 9023, 378064, 634, 126250, 133805, 512263, 11287, 506554, 1359, 37135, 405774, 565310, 393519, 531428, 97630, 205015, 21385, 10647, 1631, 107257, 425972, 326923, 153, 51828, 35690, 8923, 5123, 445651, 10882, 3933, 38843, 76122, 10693, 487083, 2300, 9016, 527729, 487680, 95610, 638507, 41513, 49444, 14175, 75258, 497698, 3981, 14160, 466282, 377897, 321612, 299537, 76122, 38843, 299537, 377897, 466282, 497698, 11970, 2300, 9016, 527729, 257211, 1089, 495764, 458897, 3981, 14160, 9603, 62211, 576017, 3050, 10193, 808]"
691901,0.0,0,Alice Fraser: Savage,[35],"Alice Fraser's critically acclaimed comedy show, Savage, is about paper towels and how not to murder people who “mean well”. A hilarious and heartbreaking show that walks you through the razor edges of a life stripped bare. How you deal with losing everything, what Buddhists do with rage and how bubble blowers work at funerals. Savage talks about things that are actually sad and also very funny.",2.426,en,2020-04-17,[20580],https://www.amazon.com/dp/B08748LTLP,tt12020764,0,,[]
691902,4.0,2,Judith Lucy: Judith Lucy Vs Men,[35],"Judith Lucy is single again. Reflecting on her entire history with men, she concludes that maybe it’s time to shut up shop: ‘Whatever it is that I’m selling, a lot of straight men simply aren’t interested in buying it.’ In this show Jude recounts her full history with the opposite sex and asks the audience to determine whether she should ever date again. Should Judith hang up her vagina for good?",1.835,en,2020-04-24,"[20580, 82476]",,,0,,"[32930, 444705, 691906, 13015, 416477, 47658, 35595, 703, 528888, 270946, 699198, 5966, 49013, 302688, 20829, 62206, 20856, 228165, 427045, 67308, 812, 475557, 23483, 51828, 518045, 200133, 179826, 11072, 86130, 16290, 34509, 38322, 12177, 9267, 9824, 396292, 14444, 34505, 4543, 529531, 23802, 624932, 34163, 394741, 24438, 40096, 689643, 333103, 446048, 21580, 400608, 58492, 637627, 34512, 489929, 84200, 9895, 381693, 18377, 493100, 34001, 17711, 444706, 278427, 517596, 25160, 238215, 13612, 13060, 234004, 11576, 318225, 457840, 341176, 1850, 325346, 174188, 535358, 26366, 34497, 74510, 354544, 675267, 401068, 34507, 435126, 444513, 86705, 387054, 17159, 321594, 36691, 458310, 508933, 348537, 558341, 437033, 27094, 9647, 592136]"
691905,10.0,1,Dilruk Jayasinha: Bundle Of Joy,[],"Sri Lankan-born Dilruk Jayasinha is one of the most in-demand headliners on the Australian scene. Whilst his small-screen star continues to soar thanks to his appearances in Utopia and Have You Been Paying Attention?, it is on stage that he flies, with a reputation for consistently nailing his shows – The Art of the Dil; Sri Wanka; and Cheat Days – with his positive, upbeat brand of stand-up.",3.251,en,2020-04-24,[20580],,,0,,[]
691906,9.0,1,Lano & Woodley: Fly,[35],"Australia’s favourite double act Colin Lane and Frank Woodley have reunited to create the comeback masterpiece FLY. No more stupid silly nonsense, it’s time to make THEATRE! An epic show about the history of aviation, no less. There is no reason whatsoever to think this will go as planned.",4.605,en,2020-05-01,[20580],,tt12054428,0,,"[416477, 32930, 703, 528888, 699198, 181533, 20829, 10191, 6637, 369972, 475557, 51828, 444705, 518045, 13363, 390051, 34509, 9574, 396292, 34505, 4543, 529531, 624932, 10559, 12289, 402897, 10493, 394741, 13015, 689643, 10518, 446048, 400608, 9549, 637627, 47658, 433627, 127560, 9895, 493100, 8976, 25160, 26428, 9885, 318225, 1648, 341176, 1850, 325346, 535358, 74510, 354544, 9588, 118957, 675267, 144, 34507, 284470, 444513, 387054, 17159, 82657, 458310, 519056, 508933, 191502, 30416, 558341, 27094, 58492, 592136, 11460, 488223, 10739, 459295, 532812, 35595, 15163, 84340, 444706, 360029, 517596, 473812, 425751, 507618, 449674, 16858, 337405, 244001, 12762, 701687, 16085, 432883, 181330, 10548, 13470, 284296, 524434, 336445, 13852]"
691911,8.0,2,Tom Walker: Very Very,[],"A love letter to mime (and to a coat) written by award-winning idiot Tom Walker, who keeps talking during what he insists is a mime show.",3.052,en,2020-05-01,[20580],,,0,,[]
691920,0.0,0,Rizom: Bir İhtimal Ask Hikayesi,[],,0.6,tr,2020-03-29,[],,,0,,[]
691923,0.0,0,The Monster in Men,"[18, 53, 878]","When a newsman has to break the news of Hiroshima, he tells a fictional story of two friends that prove revenge won't solve conflict.",0.679,en,2020-04-17,[126315],,,0,,[]
691930,7.5,7,Out of Shadows,[99],"""Out of Shadows"" lifts the mask on how the mainstream media and Hollywood manipulate and control the masses by spreading propaganda throughout their content. Our goal is to wake up the general public by shedding light on how we all have been lied to and brainwashed by a hidden enemy with a sinister agenda. This project is the result of two years of blood, sweat, and tears by a team of woke professionals. It's been independently produced and funded and is available on many different platforms for free for anyone to watch.",5.432,en,2020-04-10,[132187],http://www.outofshadows.org,tt12131262,0,,"[359871, 10970, 36606, 16214, 59406, 128741, 99536, 634305, 86139, 626926, 116178, 359004, 430603, 359003, 417017, 705392, 699954]"
691952,0.0,0,Toprak,[18],"Since the death of his parents, the teenage Burak lives with his uncle Cemil and grandmother in a remote Turkish village town. ​ They try to make a living by selling pomegranates but while the religious Cemil is satisfied to live his life in poverty, Burak struggles to leave for the city and going to university. ​ When the grandmother gets sick, both have to make tough decisions that will change their lives.",2.236,tr,2020-06-06,[],http://augohr.de/catalogue/toprak#details,tt11767808,0,,[]
692000,0.0,0,Sudakshinar Saree,"[18, 10751, 99]","Sudakshina, a housewife, is constantly ridiculed by her family for her obsession with sarees. Her life changes after a chance encounter with Anirban, who pushes her to make a life-changing decision.",0.6,en,2020-01-17,[122215],https://www.zee5.com/,,500000,,[]
692003,0.0,0,Dwell,"[35, 18, 10749]",Alice searches for ways to process the end of an almost decade long relationship in all the wrong places.,0.932,en,2020-04-10,[],https://vimeo.com/406016996,,0,Healing is messy,[]
692005,0.0,0,Boundary,"[18, 10751]","How friendship is meaningful in our life? Does it has any barrier by thought? Age, Color, race or religion? Let's make friendship universal -a circle free for better humanity.",0.645,bn,2020-03-20,[132033],http://www.goraifilms.com/,tt10122618,11400,,"[499904, 567551, 418325, 499830, 148831, 570455, 532876, 518259, 21074, 578783, 85533, 478682, 186569, 549450, 519267, 531935, 521875, 665671, 604408, 93529, 115888, 426428, 452346, 270567, 658022, 532362, 377296, 496681, 400267, 339579, 592814, 92555, 438796, 604529, 586159, 601382, 437743, 605343, 522986, 521712, 470950, 553594, 519264, 295814, 520622, 317760, 519274, 519276, 602492, 90838, 197867, 245178, 478627, 463939, 470275, 92550, 543646, 436480, 347463, 688123, 167132, 155241, 528766, 603128, 402800, 437522, 603561, 541662, 688910, 689812, 692319, 688293, 688445, 690533, 690562, 701631]"
692007,0.0,0,Kim Kardashian West: The Justice Project,[99],Kim Kardashian West works to shine a light on stories of people she believes have paid their debt to society while also bringing awareness to America’s growing problem with mass incarceration.,3.371,en,2020-04-05,[],https://www.oxygen.com/kim-kardashian-west-the-justice-project,tt10370744,0,,"[690596, 411009, 433501, 123678, 428612, 13008, 637113, 507618, 477331, 390520, 391995, 592710, 18900, 336845, 598065, 674800, 67748, 642036, 28110, 97686, 377462, 279171, 198200, 42702, 591914, 547691, 322766, 576560, 380620, 92493, 70104, 488783, 55680, 111300, 48891, 601529, 593966, 402267, 569369, 40913, 54577, 129423, 140166, 456218, 51391, 561857, 466420, 48161, 675522, 107987, 498292, 426232, 478762, 510653, 596962, 55401, 223093, 514185, 579926, 651536, 610729, 631364, 683712, 674822, 420831, 616174, 201703, 589146, 341881, 430220, 572735, 593962, 483876, 40986, 442716, 252230, 604920, 344780, 410359, 593589, 605729, 43686, 669480, 635920, 429525, 303777, 515746, 525846, 631498, 101838, 294840, 377210, 593582, 335901, 211220, 502318, 560930, 541693, 566681, 600676]"
692038,0.0,0,Night Terrors: Temple of Doom,[],,0.6,pt,2020-06-27,[],,,0,,[]
692043,0.0,0,Nature Strikes Back,[],,0.6,fr,2020-09-04,[],,,0,,[]
692064,0.0,0,Ga-Tau Chang,[99],,0.6,zh,2020-04-10,"[132045, 132046]",,,0,,[]
692082,0.0,0,Three Pregnant Men,[35],"A documentary crew follows the world's three first pregnant men throughout the final term of their pregnancies as they try to keep their identities secret from the public & struggle against the corporation that impregnated them. A mockumentary-style comedy about gender, growth, privilege, and empathy.",0.6,en,2020-02-08,[],http://www.threepregnantmen.com,tt11856036,0,A Feature Film,[]
692123,0.0,0,The Reserves,"[28, 80]","This film mainly tells that when a five-member special operation team performs a special task, the superior gives orders to catch the second person of the criminal group alive.",0.607,zh,2020-04-11,[],,,0,,[]
692236,10.0,1,Tracking Down the Origin of the Wuhan Coronavirus,[99],"Investigative journalist Joshua Philipp examines the origins of the COVID-19 pandemic, caused by the SARS-CoV-2 virus, covering events from late December 2019 to early April 2020.",1.371,en,2020-04-07,[114071],https://www.ntd.com/coronavirusfilm.html,,0,,"[51999, 250657, 683405, 683151, 684420, 696348, 433033, 696507, 498519, 32078, 701840, 695497, 682882, 700956, 699989, 687016, 697641, 700143, 694527, 679819, 674671, 702536, 696365, 695646, 690897, 674242, 691742, 692673, 245802, 86351, 297877, 320960, 302000, 686375, 688192, 688551, 689889, 695093, 699189, 684711, 237188, 293431, 691155, 691160, 683238, 690750, 686718, 686531, 703737, 705692]"
692250,0.0,0,Trump Card,[99],"Trump Card is an expose of the socialism, corruption and gangsterization that now define the Democratic Party. Whether it is the creeping socialism of Joe Biden or the overt socialism of Bernie Sanders, the film reveals what is unique about modern socialism, who is behind it, why it’s evil, and how we can work together with President Trump to stop it.",2.294,en,2020-08-07,[132061],,tt12109842,0,,"[123678, 507618, 10412, 631364, 592710, 598065, 642036, 576560, 647422, 642240, 457307, 692007, 495318, 561905, 3562, 527251, 683712, 658531, 704915, 411010, 600520, 627671, 697685, 669480, 617770, 342715, 544381, 301718, 602771, 272748, 228235, 432815, 492935, 522150, 176299, 471575, 628061, 628845, 590614, 561249, 644394, 683444, 634302, 668612, 495740, 655394, 654224, 489172, 574931, 667776, 216662, 280924, 318901, 615844, 687186, 560171, 601429, 643338, 703036, 4930, 86839, 264027, 3557, 634360, 684919, 685825, 642740, 673233, 674356, 695643, 687845, 690487, 687825, 691685, 697342, 702049]"
692254,0.0,0,Encontros Tropicais,[99],,0.6,pt,2020-04-02,[],,,0,,[]
692314,0.0,0,Catnip Nation,[99],"Good Samaritans risk hostility, political persecution, and legal prosecution to care for feral cats living in colonies. The three main characters in the documentary Catnip Nation, who live miles apart and come from different walks of life, invite us into a world of advocacy, political wrangling, and legal intrigue. Despite their passion for animals, the success of their battles are mixed but the message is consistent: This nation needs better policy to humanely manage ""community cats,"" and to protect people who look after them.",0.6,en,2020-02-25,[],,tt8991236,0,,[]
692318,0.0,0,Folklore and life,[99],"Folklore is a metaphorical image of a person's existence.  Erotic part of life is no exception. Our ancestors had traditions with erotic subtext for every holiday, closely tied to the notion of fertility.",0.6,be,2020-04-12,[],,tt11864938,0,,[]
692337,0.0,0,Chemical,[18],"I was the boss first, then I became a teacher? Or was I a teacher first and then I became a boss? You wanted it yourself, you played it yourself ...",0.602,fa,2020-04-13,[],,,0,,[]
692338,0.0,0,USA: Black Cowboys Matter,[99],"In New York, the Federation of Black Cowboys keeps alive the memory of African-American cowboys in the Old West. As many as one in four cowboys in the pioneer days was black. A fact that has been whitewashed from history and popular culture.",0.6,fr,2020-02-28,[],,,0,,[]
692340,0.0,0,Zoltan Kaszas: Modern Male,[35],"Stand-up comedian Zoltan Kaszas performs at Grand Comedy Club in Escondido, California.",0.905,en,2020-03-22,[],https://www.youtube.com/watch?v=VUuzkA0Qg6U,,0,"The new hour ""Modern Male"" from Comedian Zoltan Kaszas up for your quarantined viewing pleasure!","[32930, 444705, 691906, 13015, 416477, 47658, 35595, 703, 528888, 699198, 270946, 5966, 49013, 302688, 20829, 62206, 20856, 228165, 427045, 67308, 812, 475557, 23483, 51828, 518045, 200133, 179826, 11072, 86130, 16290, 34509, 38322, 12177, 9267, 9824, 396292, 14444, 34505, 4543, 529531, 23802, 624932, 34163, 394741, 24438, 40096, 689643, 333103, 446048, 21580, 400608, 58492, 637627, 34512, 489929, 84200, 9895, 381693, 18377, 493100, 34001, 17711, 444706, 278427, 517596, 25160, 238215, 13612, 13060, 234004, 11576, 318225, 457840, 341176, 1850, 325346, 174188, 535358, 26366, 34497, 74510, 354544, 675267, 401068, 34507, 435126, 444513, 86705, 387054, 17159, 321594, 36691, 458310, 508933, 348537, 558341, 437033, 27094, 9647, 592136]"
692355,0.0,0,Teenage Dreams,[],,0.678,de,2020-04-17,[],,,0,,[]
692367,6.0,1,A Period Piece,"[35, 18, 10749]","Geetha, a control and order loving Indian-American woman, finally has sex with Vehd one afternoon but things quickly turn messy when period blood stains her pristine couch and a fight erupts mid-coitus.",1.613,en,2020-04-27,[],,tt11897010,0,Resentment is about to spill over.,[]
692369,0.0,0,Runon,[53],"All Luke and his mom have are two garbage bags full of clothes, and two tickets out of town on the midnight Greyhound. Like he's assembling a puzzle, Luke has to figure out the why of it--all before the person they're running from puts together the pieces.",1.327,en,2020-04-27,[],,tt12187136,0,,[]
692370,0.0,0,Touché Amoré - 10 Years / 1000 Shows - Live at the Regent Theater,[],"February 16, 2018 marked the 10-year anniversary of the first show ever played by Los Angeles natives Touché Amoré. To celebrate this anniversary the band played their 1000th show at the Regent Theater in downtown LA, and this incredible event was professionally filmed with five cameras. 10 Years / 1000 Shows - Live at the Regent Theater features the full concert and unique behind the scenes footage from the event.  Directed by Sean Stout, audio recorded by Evan Sebastian and mixed by Kurt Ballou at GodCity Studio in Salem, Massachusetts.",1.159,en,2020-04-11,[],https://vimeo.com/ondemand/toucheamore/298291136,,0,10 Years / 1000 Shows - Live at the Regent Theater features the full concert and unique behind the scenes footage from February 16th 2018.,[]
692373,0.0,0,Radical Love,[99],"Radical Love explores the subversive political activism and fierce love connection of Michael and Eleanora Kennedy, a husband-wife legal team who represented a who’s who of the politically subversive class in the 1960s and 70s. At the center of the story is their most notorious clients and closest friends, founding members of The Weather Underground Bernardine Dohrn and Bill Ayers. Now as a widow, Eleanora reflects on a marriage and life in the crosshairs of politic activism, government surveillance, and deep passion.",0.6,en,2020-03-06,[],,tt11803180,0,,[]
692375,0.0,0,Inside Blue,[16],"The story describes a man who needs all the decorations of his home to be placed in a square frame made of adhesive tape so as to feel peace of mind. As soon as the item was not within the range he had set, he would correct it immediately, so he would wear a roll of tape on his wrist to be ready for any occasional need...",0.6,en,2020-03-06,[],,,0,,[]
692378,0.0,0,Una simple y ambiciosa historia desde el interior de una ventana,[18],"A journey to the past inspired by nostalgia, the basis of happiness. A simple and ambitious story from the inside of a window establishes the delicate boundaries between the past, the present and the future.  Produced during 2020's confinement due to Covid-19.",0.624,es,2020-04-12,[],,,0,,"[1903, 18148, 2044, 333339, 59436, 49530, 605, 604, 4515, 24420, 10559, 10437, 1429, 3509, 281, 670443, 17136, 127374, 3037, 2265, 361322, 9761, 56764, 167580, 388591, 316161, 396631, 437689, 520616, 680166, 395388, 526605, 443529, 417429, 593263, 601369, 655229, 337048, 228359, 362031, 283370, 703534]"
692380,0.0,0,Seek,"[14, 27]",Two sisters have been driving all night when they come across a dilapidated roadside park and bathroom. Horrific events follow when one of them stumbles upon a strange message and a mischievous resident that wants to play a terrifying game.,0.6,en,2020-03-06,[],,tt10457404,0,,[]
692413,0.0,0,Lyon-Turin : le dernier tunnel XXL,[99],,0.6,fr,2020-03-28,[69146],,,0,,"[20784, 31190, 35076, 40989, 62, 72559, 295011, 620725, 424783, 201088, 348, 286217, 328387, 264660, 315837, 159824, 9426, 14869, 10138, 7551, 1593, 181533, 22794, 407451, 438590, 834, 13363, 193074, 323518, 167, 569547, 157353, 4961, 6278, 300681, 13027, 10514, 56765, 11852, 339988, 1685, 8870, 340677, 39137, 208763, 22244, 401371, 9989, 86822, 6280, 18111, 45709, 127517, 9754, 75720, 1781, 202141, 576692, 11314, 1908, 191502, 14370, 13007, 16220, 437029, 9777, 24099, 30431, 269173, 493016, 516503, 16205, 12476, 5595, 431742, 324308, 2161, 38075, 16820, 455565, 11542, 9507, 689672, 198703, 406785, 79172, 18252, 64927, 13359, 30194, 292607, 18775, 458991, 280391, 1358, 436370, 105325, 24236, 543086, 323384]"
692436,0.0,0,Darkness Waits,"[80, 53, 27, 9648, 35]","Five college students embark on a paranormal investigation of Dead Woman’s Hollow Road, a hub of mysterious deaths and strange phenomena along the Appalachian Trail. The probe turns deadly when people in their camp begin dying. For those still alive, their only hope for survival is a wet behind the ears Sheriff who must come to terms with the fact that the darkness surrounding his quiet town isn’t supernatural, but an evil that’s very real.",1.144,en,2020-03-18,[132100],http://www.libmaticfilms.com,tt3341778,0,When the righteous seek justice.,"[572468, 26715, 369196, 10017, 619265, 362826, 696513, 2182, 10427, 315, 13446, 22572, 32868, 28715, 21356, 13484, 33344, 38084, 46624, 20637, 16129, 276922, 421044, 62761, 39800, 46788, 42218, 27735, 50153, 432524, 31397, 32857, 46909, 512926, 19719, 89351, 31280, 49877, 15952, 40983, 24567, 41426, 27234, 619527, 35662, 52633, 25636, 123389, 47620, 41491, 366255, 82173, 207641, 29412, 19094, 14407, 455847, 40954, 402462, 42989, 410895, 113625, 29416, 55660, 445602, 43248, 48207, 654954, 126926, 295099, 321275, 66616, 40060, 407820, 28955, 54582, 684521, 447315, 42450, 395926, 15493, 255674, 43120, 26509, 223093, 44693, 72834, 359934, 48447, 610394, 35663, 79875, 60398, 36854, 55145, 54101, 52202, 353334, 24563, 52923]"
692454,0.0,0,Boarding House: Hungry Wolves,[10749],"A special new boarder! Their sleepless nights begin! Ju-seong, Min-gyu and Hee-jin live in a boarding house run by Man-seok. One day, Claire, a blonde, Czech, boarding student comes in. To adjust to her new life in Korea, the boarding men help her but it turns out that she’s liberated. The truth is that the men in the boarding house were all approaching her…",0.616,ko,2020-03-13,[],,,0,,[]
692456,0.0,0,Gogol online: Stalin's Funeral,[],Documentary theatre play,0.6,ru,2020-04-12,[],,,0,,[]
692461,0.0,0,Meurtres à Cognac,[],,0.6,fr,2020-02-28,"[11244, 132099]",,tt11874616,0,,[]
692466,0.0,0,Bao Qing Tian,"[28, 12]","The Northern Song Dynasty was harassed by foreign troops from the Cypriots, suffering from drought internally, food shortages and four crimes. At this time there is a vision, Ziyue hangs high, and the wicked act in the name of Ziyue and commit murder. Bao Zheng was ordered to strictly investigate the Ziyue gang and solve the case at every level. In the end, Ziyue disappeared, and Bao Zheng and Zhan Zhao joined forces to eliminate the Ziyue gang and return to peace.",0.6,zh,2020-04-12,[],,,0,,[]
692478,0.0,0,Case 347,[27],"CASE 347 follows psychologist and UFO skeptic, Dr. Mia Jansen (Maya Stojan), and a team of documentary filmmakers who believe that alien abduction claims are forms of ""mass hysteria"". This is their footage:",0.84,en,2020-03-03,[],,tt7821116,0,,[]
